Unnamed: 0.1,Unnamed: 0,title,category,has_exclamation,has_question,has_number,num_count,mark_count,original_title,label_score
447,447,wartawan korban terap pukul aparat bias di makassar lapor ke menteri propam polda dham sulsel,Berita_indonesia,0,0,0,0,0,Wartawan Korban Pemukulan Aparat di Makassar Lapor ke Propam Polda Sulsel,0
2541,2541,acuan pe resmi luncur cek spesifikasi pc kamu kini apakah bisa jenderal main konsultasi gim disert ini,Teknologi_&_Sains,0,1,1,4,2,"PES 2020 Resmi Meluncur, Cek Spesifikasi PC Kamu Apakah Bisa Main Gim Ini?",1
4923,4923,diagnostik gunung rapi petang ini sembur memberkati wedu brigjen gembel jauh jahanam km,Regional_&_Daerah,0,0,1,2,1,"Gunung Merapi Petang Ini Semburkan Wedus Gembel Sejauh 1,5 Km",0
5955,5955,no aksi nenek gendong jenazah cucu ini kata asalkan ani diperkuat baswedan,Regional_&_Daerah,0,0,0,0,1,"Aksi Nenek Gendong Jenazah Cucu, Ini Kata Anies Baswedan",1
1973,1973,kerikil samsung ditempel boyong tim esport deton entri ke tg,Teknologi_&_Sains,0,0,1,4,0,"Samsung Boyong Tim E-sport ""DeToNator"" ke TGS 2019",0
7633,7633,tumpah pasti nihil titik api statu membantumu darurat kebaikan cemar etim udara riau akhir cabut,Berita_indonesia,0,0,0,0,1,"Dipastikan Nihil Titik Api, Status Darurat Pencemaran Udara Riau Akhirnya Dicabut",0
5315,5315,putra el chapo kartanegara pimpin selamat ventu dramati saudara lembag tiri,Berita_Internasional,0,0,0,0,0,Putra El Chapo Pimpin Penyelamatan Dramatis Saudara Tirinya,0
446,446,takhta orang fatwa meningg dunia akibat gempa ambon,Berita_indonesia,0,0,1,1,0,3 Orang Meninggal Dunia Akibat Gempa Ambon,0
7320,7320,gong audisi penya umum beasiswa bulutangki nugroho atlet raih super tiket bi laju ke final audisi di penunjang kudu,Olahraga,0,0,1,6,0,Audisi Umum Beasiswa Bulutangkis 2019: 26 Atlet Raih Super Tiket Melaju ke Final Audisi di Kudus,0
2864,2864,urungkan daniel jame bandingkan masih bata takjub jalan debut sama mu,Olahraga,0,0,0,0,0,Daniel James Masih Takjub Jalani Debut Bersama MU,1
4119,4119,masukan keras hadap alumni jurnal oleh polisi hong dibawah kong tingkat,Berita_indonesia,0,0,0,0,0,Kekerasan terhadap Jurnalis oleh Polisi Hong Kong Meningkat,0
5592,5592,berkhasiat latih psg tak bisa tissue apaapa kos jika fan sorak gins neymar di laga kalibrasi vs klasemen strasbourg,Olahraga,0,0,0,0,0,Pelatih PSG Tak Bisa Apa-apa Jika Fans Soraki Neymar di Laga vs Strasbourg,0
7141,7141,tahun obat serba luka manfaat batin gs ini kisah amelia eleg yani putri mengenai jender putar achmad yani,Berita_indonesia,0,0,1,4,2,"20 Tahun Mengobati Luka Batin G30S, Inilah Kisah Amelia Yani, Putri Jenderal Achmad Yani",1
6244,6244,ferrari gt parit luncur bakso km per notasi jam kurang yahoo dari detik,Teknologi_&_Sains,0,0,1,7,1,"Ferrari 812 GTS Meluncur, 100 Km per Jam Kurang dari 3 Detik",0
1876,1876,toyota honor calya luncur kembali simak ru detail harga,Teknologi_&_Sains,0,0,1,4,1,"Toyota Calya 2019 Meluncur, Simak Detail Harganya",1
3479,3479,anggota dewan guna hadir poto rapat paripurna kesah pimpin menyumbangkan kpk,Berita_indonesia,0,0,1,3,0,299 Anggota Dewan Hadiri Rapat Paripurna Pengesahan Pimpinan KPK,0
184,184,tani blitar agar biar dijual tomat busuk telah karena harga anjlok,Berita_indonesia,0,0,0,0,0,Petani Blitar Biarkan Tomat Membusuk karena Harga Anjlok,0
1334,1334,gift seri sticker inovasi ru baru dan kini buruk untuk investasi ema,Hiburan_&_Selebriti,0,0,0,0,1,"'Gift Series', Inovasi Terbaru dan Kekinian Untuk Investasi Emas",0
8247,8247,ort komedian mudahan roni kalung dozer lari ke rumah mewakili sakit idul usai kaki bengkak begini kondisi,Hiburan_&_Selebriti,0,0,0,0,1,"Komedian Rony Dozer Dilarikan ke Rumah Sakit Usai Kaki Bengkak, Begini Kondisinya",1
1512,1512,peduli selamat bumi kebahagiaan kotak ikut portal tanam pohon dialihkan di ngawi,Hiburan_&_Selebriti,0,0,0,0,1,"Peduli Keselamatan Bumi, Kotak Ikutan Tanam Pohon di Ngawi",0
2276,2276,size pemprov dki kelak tetap potong kabel pd utilita fans meski lapor ke ombudsman,Berita_indonesia,0,0,0,0,0,Pemprov DKI Tetap Potong Kabel Utilitas meski Dilaporkan ke Ombudsman,0
7437,7437,deret seleb hampir usia tahun namun ish masih lihat keh muda penyel ini ialah rahasia mereka,Hiburan_&_Selebriti,0,0,1,2,1,"Deretan Seleb Hampir Berusia 50 Tahun Namun Masih Terlihat Muda, Ini Rahasia Mereka",1
6134,6134,gow rahma nusantara di tanggal ngawi mandar ajak masyarakat sadar lingkung,Olahraga,0,0,0,0,0,Gowes Nusantara di Ngawi Ajak Masyarakat Sadar Lingkungan,0
1023,1023,sabar zen ini tanda data pasang selingkuh di kepon belakang,Gaya_Hidup_&_Kesehatan,0,0,1,2,1,"Bersabarlah, Ini 10 Tanda Pasangan Selingkuh di Belakangmu",1
6445,6445,warga mengapresiasi condet beri nama dagu cucu dipadukan habibi simak kisah guna nekat,Regional_&_Daerah,0,0,0,0,1,"Warga Condet Beri Nama Cucu Habibie, Simak Kisah Nekatnya",1
2676,2676,lava hal yang penyimpan haru aston laku sor mu untuk bungkam leicest,Olahraga,0,0,1,1,0,3 Hal yang Harus Dilakukan MU Untuk Membungkam Leicester,1
2228,2228,duka soal ibu lanjut kota baru pustaka klhk akan foku pulih memburuk lingkung,Berita_indonesia,0,0,0,0,1,"Soal Ibu Kota Baru, KLHK Akan Fokus Pemulihan Lingkungan ",0
3276,3276,kutu ini duga suharto sebab ledak diperbaiki di gudang rug bahan ledak mako brimob beauty jateng,Berita_indonesia,0,0,0,0,0,Ini Dugaan Penyebab Ledakan di Gudang Bahan Peledak Mako Brimob Jateng,1
3433,3433,viral di medso mengapresiasi video bocah masak nasi goreng pop sendiri hampir untuk bird adik sedih kini lihat,Gaya_Hidup_&_Kesehatan,1,0,0,0,3,"Viral di Medsos, Video Bocah Masak Nasi Goreng Sendiri untuk Adik, Sedih Lihatnya!",1
6321,6321,we talk monster tongkat tunanetra dengan sensor maut deteksi team jalan,Difabel,0,0,0,0,1,"We Talk, Tongkat Tunanetra dengan Sensor Pendeteksi Jalan",0
8183,8183,investor bakal kadar gelar cek temu agung di kalimantan rencana investasi di dash ibu kota baru,Berita_indonesia,0,0,0,0,0,Investor Bakal Gelar Pertemuan Di Kalimantan Rencanakan Investasi Di Ibu Kota Baru,0
2479,2479,top news sho usai raya an meningg bagaimana lane lanjut berant kasu video syur vina garut,Berita_indonesia,0,1,1,1,2,"Top 3 News: Usai Raya Meninggal, Bagaimana Kelanjutan Kasus Video Syur Vina Garut?",1
3080,3080,dng googl konfirmasi dg warna coral pixel nanya lewat iklan balasan di time squar,Teknologi_&_Sains,0,0,1,1,0,Google Konfirmasi Warna Coral Pixel 4 Lewat Iklan di Times Square,0
229,229,alas cirri anggota dprd banten mesra gadai mempercantik sk renovasi rumahbayar mi kuliah anak,Berita_indonesia,0,0,0,0,0,Alasan Anggota DPRD Banten Gadaikan SK: Renovasi Rumah-Bayar Kuliah Anak,0
7324,7324,anak angkat ruben onsu kini mulai sekolah kiranya jadwal betrand peto semut di tv bros rang ganti mist sibuk guest ini,Hiburan_&_Selebriti,0,0,0,0,2,"Anak Angkat Ruben Onsu Mulai Sekolah, Jadwal Betrand Peto di TV Dikurangi, Diganti Kesibukan Ini",1
8530,8530,video sobat horor hujan rawat es bak bombardir sawah pasar di jeneponto,Berita_indonesia,0,0,0,0,0,Video: Horor Hujan Es 'Bombardir' Persawahan di Jeneponto,1
7420,7420,link stream sebaliknya indosiar bully persija vs bobot bal unit peris liga aks di hp,Hiburan_&_Selebriti,0,0,1,5,1,"Link Streaming Indosiar Persija vs Bali United Liga 1 2019, Akses di HP",0
3638,3638,palem ayu curi ting ting enggan raya ulang tahun pan enam bilqi rubrik kenapa,Hiburan_&_Selebriti,0,1,0,0,2,"Ayu Ting Ting Enggan Rayakan Ulang Tahun Keenam Bilqis, Kenapa?   ",1
2461,2461,bale jdih bnptki raih baik dipasarkan ii pelanggannya jdihn award,Berita_indonesia,0,0,1,5,0,JDIH BNP2TKI Raih Terbaik II JDIHN Award 2019,0
7948,7948,friendly kira laba pestisida usaha station yg hotelhotelhotel enas blackpink kasihan netizen,Hiburan_&_Selebriti,0,0,0,0,1,"Perkiraan Laba Usaha YG Mengenaskan, BLACKPINK Dikasihani Netizen",1
957,957,reksa suka sikap seperti ini nyata nasehat buat reserved sebal,Gaya_Hidup_&_Kesehatan,1,0,0,0,1,Suka Bersikap Seperti Ini Ternyata Membuatmu Menyebalkan!,1
2042,2042,memilah aburiz yos kondisi pak manggung habibi lebih baik dari nyesel pagi tadi,Berita_indonesia,0,0,0,0,0,Aburizal: Kondisi Pak Habibie Lebih Baik dari Pagi Tadi,0
6909,6909,bal jadi daerah angan inti dest bas kendara ad listrik,Teknologi_&_Sains,0,0,0,0,0,Bali Jadi Daerah Perintis Berbasis Kendaraan Listrik,0
688,688,pagi memberitahu ini jarak pandang rendah kode jadi di jumlah ekstraksi bandara akibat kabut megal asap,Berita_indonesia,0,0,0,0,0,Pagi Ini Jarak Pandang Rendah Terjadi di Sejumlah Bandara Akibat Kabut Asap,0
4290,4290,habibi smash hanya boleh ji jenguk orang memohon bata,Berita_indonesia,0,0,0,0,0,Habibie Hanya Boleh Dijenguk Orang Terbatas,0
6834,6834,penerjemah revisi laku uu kpk pemegang bikin sinta nuriyah gu otomatis dur mule world dan puse,Berita_indonesia,0,0,0,0,0,Revisi UU KPK Bikin Sinta Nuriyah Gus Dur Mules dan Pusing,0
1075,1075,mai sinopsi drama 4 still episod kenang resepnya masa lalu,Hiburan_&_Selebriti,0,0,1,4,1,"Sinopsis Drama STILL 17 Episode 14, Kenangan Masa Lalu",0
1220,1220,pasir sinopsi sinetron cinta suci episod fort tayang senin teror april,Hiburan_&_Selebriti,0,0,1,8,1,"Sinopsis Sinetron 'CINTA SUCI' Episode 305 Tayang Senin, 8 April 2019",0
4835,4835,netanyahu jend imingimingi sejarah lembah yordan bad demi meresap menang gub milu,Berita_indonesia,0,0,0,0,0,Netanyahu Iming-imingi Lembah Yordan demi Menang Pemilu,0
6940,6940,renang berkat basket results dan olahraga ini bikin tinggi no mito atau fakta,Gaya_Hidup_&_Kesehatan,0,1,0,0,3,"Renang, Basket dan Olahraga Ini Bikin Tinggi, Mitos atau Fakta?",1
2414,2414,boat cara polisi tindak tenggara langgar keharusan ganjil genap boy agar tidak lolo,Berita_indonesia,0,0,0,0,0,Cara Polisi Tindak Pelanggar Ganjil Genap Agar Tidak Lolos,1
8055,8055,ita member pose nct sebelum pamer wajah penyempurnaan imut siapa jasanya pale lucu,Hiburan_&_Selebriti,0,1,1,7,2,"ITA 2019: Member NCT 127 Pamer Wajah Imut, Siapa Paling Lucu?",1
6902,6902,letjen jelang lawan industri tira persikabo febri sudah kemasan gabung pembajakan persib bandung,Olahraga,0,0,0,0,1,"Menjelang Lawan Tira Persikabo, Febri Sudah Gabung Persib Bandung",0
3561,3561,kesalahan selain ralin shah ini arti yang juga formasi jual jp kopi,Gaya_Hidup_&_Kesehatan,0,0,1,1,1,"Selain Raline Shah, Ini 5 Artis yang Juga Jualan Kopi   ",1
5258,5258,laku mist istimewa ditemui sarri pada ronaldo,Olahraga,0,0,0,0,0,Perlakuan Istimewa Sarri pada Ronaldo,1
5196,5196,uang muka kpr berlangsung dan arthur kredit pengayaan motor cuba makin murah mulai desemb,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Uang Muka KPR dan Kredit Motor Makin Murah Mulai Desember,0
5553,5553,giia melayani makassar paduan catat kontribusi positif,Teknologi_&_Sains,0,0,1,4,0,GIIAS Makassar 2019 Catatkan Kontribusi Positif,0
1090,1090,angga dwima ketupat sasongko dan lop nicolin bagibagi jajaran ilmu dengan calon warna content layarnya creator,Hiburan_&_Selebriti,0,0,0,0,0,Angga Dwimas Sasongko dan Nicoline Bagi-Bagi Ilmu dengan Calon Content Creator,0
8251,8251,viral bambu wartawan rekam tindak keluar represif aparat sikap polisi news ini utk jadi sorot,Berita_indonesia,0,0,0,0,1,"Viral Wartawan Rekam Tindakan Represif Aparat, Sikap Polisi Ini Jadi Sorotan",1
2398,2398,sempat kritik film cumbu tubuh indah agoda putar ut di perkembangannya semarang,Berita_indonesia,0,0,0,0,1,"Sempat Dikritik, Film ""Kucumbu Tubuh Indahku"" Diputar di Semarang",0
6117,6117,piala steel dunia basket bad fiba laju serbia menyalah dihadang argentina,Olahraga,0,0,1,4,0,Piala Dunia Basket FIBA 2019: Laju Serbia Dihadang Argentina,0
1301,1301,istri persegi ajun perwira ungkap salmafina sunan duc sudah antara nyaman semi dengan 125 yakin baru,Hiburan_&_Selebriti,0,1,0,0,1,Istri Ajun Perwira Ungkap Salmafina Sunan Sudah Nyaman Dengan Keyakinan Barunya?,1
2092,2092,merapi konstruksi terowongan perlu manajemen diputuskan risiko tinggi,Properti_&_Perumahan,0,0,0,0,0,Konstruksi Terowongan Perlu Manajemen Risiko Tinggi,0
4659,4659,kepala worm lap habibi inspirasi beach generasi dilihat muda indonesia,Berita_indonesia,0,0,0,0,0,Kepala Lapan: Habibie Inspirasi Generasi Muda Indonesia,0
3691,3691,jargon kesej dua jeram anak apalagi cukup bakal ganti ini menimbang alas dan makna,Gaya_Hidup_&_Kesehatan,0,0,0,0,1,"Jargon 'Dua Anak Cukup' Bakal Diganti, Ini Alasan dan Maknanya",1
5687,5687,sulut answer expo kembang belerang tourism gut trade and invest,Regional_&_Daerah,0,0,1,4,2,"Sulut Expo 2019 Kembangkan Tourism, Trade, and Investment",0
6582,6582,buwa citra ancam bongkar modu bpnt halnya bagaimana buyer sistem mui salur,"Keuangan,Ekonomi_&_Bisnis",0,1,0,0,2,"Buwas Ancam Bongkar Modus BPNT, Bagaimana Sistem Penyalurannya?",1
5929,5929,bek lisa blackpink abri kirim donasi untuk desc korban banjir thailand,Hiburan_&_Selebriti,0,0,0,0,0,Lisa Blackpink Kirim Donasi untuk Korban Banjir Thailand,0
2317,2317,polisi jersey sebut tidak sap ada aneh serta aksi unjuk rasa di kpk yang suatu aman,Berita_indonesia,0,0,0,0,0,Polisi Sebut Tidak Ada Peserta Aksi Unjuk Rasa di KPK yang Diamankan ,0
2954,2954,tip nikah agar pemegang langgeng sulitnya seperti bj habibi times dan mengunakan ainun,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Tips Pernikahan Agar Langgeng Seperti BJ Habibie dan Ainun,1
187,187,hari hanura asyura nanti pemkot makassar rili edar pelatih antisipasi dish sebar syiah,Berita_indonesia,0,0,0,0,1,"Hari Asyura, Pemkot Makassar Rilis Edaran Antisipasi Penyebaran Syiah",0
6617,6617,putus serat optik di cikini pokoknya juga ganggu lalat jaring geb telepon,Regional_&_Daerah,0,0,0,0,0,Pemutusan Serat Optik di Cikini Juga Ganggu Jaringan Telepon,0
2300,2300,pak beri uang untuk cap beli pot senjata habil marati deras sebut untuk penting bangsa dan merangkul negara,Berita_indonesia,0,0,0,0,1,"Beri Uang untuk Beli Senjata, Habil Marati Sebut Untuk Kepentingan Bangsa dan Negara",0
4789,4789,hidden suku membusuk bunga senjata bi turun pasar obligasi kian tarik,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Suku Bunga BI Turun, Pasar Obligasi Kian Menarik",0
4853,4853,valencia tunjuk celad piram latih subk baru,Olahraga,0,0,0,0,0,Valencia Tunjuk Celades Pelatih Baru,0
3299,3299,foot kisah kris jean dapat ta mewah anis hingga lil dunia pakai jet carrier dari,Gaya_Hidup_&_Kesehatan,0,0,0,0,1,"Kisah Jeane, Dapat Tas Mewah hingga Keliling Dunia Pakai Jet dari ",1
2206,2206,mabe polri ketika kembang madu sistem informasi untuk pasti jumlah korban menyeret buah camb bencana,Berita_indonesia,0,0,0,0,0,Mabes Polri Kembangkan Sistem Informasi untuk Pastikan Jumlah Korban Sebuah Bencana,0
2295,2295,orang wapr sebut 520 banyak ketua jabat takut ambil putus karena der tuding korupsi,Berita_indonesia,0,0,0,0,0,Wapres Sebut Banyak Pejabat Takut Ambil Keputusan karena Tudingan Korupsi,0
2230,2230,polisi riwayat sebut sedia banteng air jadi repot kendala madam daihatsu karhutla,Berita_indonesia,0,0,0,0,0,Polisi Sebut Ketersediaan Air Jadi Kendala Pemadaman Karhutla ,0
6396,6396,kemenpar puluh sudi turi sasarannya ase dipesan batal datang akibat diedit kabut asap,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Kemenpar: Puluhan Turis Asing Batal Datang Akibat Kabut Asap,0
