title,label_score
"Kecelakaan Beruntun Kendaraan di, 2 Pemotor Luka -",0
"Bongkar Migas: Transaksi Lintas Negara, Tak Mudah",0
"Di Hong Kong, Wong Terbang ke",0
Anggota Gadaikan SK Sebagai Jaminan Potong Gaji,0
Jenguk Habibie di RSPAD: Kita yang,0
175 Korporasi Jadi Karhutla di Sumatera - Kalimantan,0
Edy Tahu Uang Miliaran Milik Pemprov,0
Giliran Unnes Tolak Revisi UU,0
Fenomena Gadai SK Dewan Terjadi di Serang,0
Akademisi dan Tolak Revisi KPK,0
"KPK Surati di DPR, Minta Pilih Capim Lemahkan KPK",0
"! Penipuan, Korbannya Rugi Puluhan Juta",1
Ekoturisme: dari Negara,0
"Refleksi 5 DPD RI, OSO: Daerah",0
Riau: Pelaku Karhutla Orang Tak,0
"SK, Anggota DPRD Jabar Terima hingga 1",0
19. 253 Lobster Tujuan Singapura Makassar,0
"Kecelakaan dan Truk Terbakar Cipularang, Orang",0
"Berita Negatif, Khawatirkan Moral Bangsa Indonesia",0
KPK Harap Jeratan Eks Dirut Kotak Mafia Migas,0
Hamas Drone Israel Jalur Gaza,0
Keberatan Kivlan Zen Hukum dari Militer,0
"Tersangka, Dirut Petral Suap USD 2, 9",0
: Rp 25 Juta dari Kivlan Modal - Wiranto dan Luhut,0
"Jaksa Senpi - Peluru Pembelian Kivlan, Ini Rinciannya",1
Dishub E - TLE di Area Perluasan Ganjil Genap,0
Polisi Olah TKP Maut Tewaskan 3 Nganjuk,0
"Miliaran Milik Pemprov Hilang, Polisi Turun",0
Menkum HAM Paspor Veronica: Ada Ketentuannya,0
Quality Bersama Keluarga? Ternyata Ini!,1
"Menteri% Profesional, Kandidatnya?",1
LIPI Desak Jokowi Revisi KPK Lumpuhkan Kinerja,0
"Kasus Penyerangan, Naik Tetap Ditilang",0
Bareskrim Tangkap Pembobol BUMN Rp 16 Miliar,0
"Ke Pembekalan Caleg Terpilih Demokrat, Tertutup",0
Aktivis RUU Tersandera oleh RUU KUHP,0
"Belum, Korban Cipularang Diduga Perempuan",0
SMK Ditikam Dekat Sekolah karena Tolak Pelaku,0
"Pemilihan Capim KPK Yuridis, Saran Samad ke",1
"Tak Kunjung Penuhi Panggilan, Koman DPO",0
"Pria Putih Viral Sumut, ' Tuhan Murka '",1
Adik Hoax Habibie Meninggal: Jangan Gitu,0
"JK Perlunya Punya SP3, Kasus RJ",0
Siang - Kali Kurangi Kemungkinan Serangan Jantung,0
Simpulkan Sembako di Cilegon Tewas Bunuh,0
Pantai Banyuwangi,0
"Pekat Selimuti, Pemprov Gelar Hujan Besok",0
"Soal Kontrak Capim, Fahri Agar Taat Undang -",0
Caketum: Pengusaha Punya Nasionalisme yang Kuat,0
"KPU Solo 17, 8 M Pilwalkot 2020",0
Utusan Khusus Presiden akan Gelar,0
"Panggil Veronica, Tunggu Hingga ke Depan",0
Tetapkan Eks Pejabat Energy Tersangka Migas,0
"Istri Jalani Sidang, Zen Menangis",0
"Porno di Sumedang Disebar Pemeran Pria,?",1
": Jangan Pertaruhkan, Jokowi",0
! Video Porno di Pasangan Selingkuh,1
"Bocah di Bekasi Disebut Tewas Bully, Melapor",0
JK UU KPK: Penuntutan Koordinasi dengan Jaksa Agung,0
Komisi DPR Tampung Semua Masukan Capim KPK,0
"Papua yang Diundang Jokowi Eks, : Saja",0
Jabar Lingkungan Pemprov Jabar Daftar BPJS TK,0
Dan Cucu Berkumpul Temani BJ Habibie RSPAD,0
"Gara - gara, Hektare di Sulteng Terbakar",0
"Topan Hantam, 17. Penumpang di Bandara Narita",0
"Gajah Ketika Festival Agama Lanka, 18 Terluka",0
"Pacal di Bojonegoro, Pertanian di Kecamatan Kekeringan",0
III RDPU Tampung Masukan soal Seleksi KPK,0
Detik - detik Perampokan di Rumah Makan untuk di,1
"HUT ke -, Raider 13 ke Galuh Ciamis",0
KPK ke Jokowi: Pembangunan Tercapai Jika Digerogoti,0
40 Tinggi Muhammadiyah - Indonesia UU KPK,0
1. Pelanggar di Hari Perdana Perluasan - Genap,0
"Intensif, BJ Habibie Salat Sambil Berbaring",0
4 Bulan Polrestabes Surabaya Tempat Bertingkat,0
"Dilantik, Anggota DPRD Gadai SK ke Bank",0
"Poyuono: Jelas, - KPK Agar Rampok Uang Negara",0
Ratusan Mahasiswa Surabaya KPK,0
Samad: Harus Minta DPR Setop UU KPK,0
Karhutla Penyebab Kebakaran Kebun Tebu PTPN VII,0
"Fenomena Anggota Dewan, Surabaya Juga Ada",0
Anggap Perbaikan Jakarta Lewat Ganjil Tak Bisa Instan,0
"Kabar, Polisi Sebut Bocah di Bekasi Tetanus",0
Tokoh Papua ke Jokowi soal Persaingan dan,0
"Kritik Revisi KPK, Rektor - Pemuka Agama KPK",0
Pembiayaan Ibu Kota Baru,0
Pasukan Dikerahkan untuk Tangkap di Riau,0
"Warga di, Mandi Sekali Akibat Kekeringan",0
"Kendaraan Bebas dari Aturan -, Ini",1
Satu - satunya Korban Selamat Kecelakaan Maut Nganjuk,0
Terbang dari Aceh Wamena: Seperti London ke,0
"Industry Arak di Digerebek, Dua Orang",0
"Jokowi ke Papua Telat, Jembatan Holtekamp",0
"Ada Genap, Anies Pengguna Capai Rekor",0
Umumkan Perundingan Damai dengan Sudah Mati,0
"Menanti "" Kebijakan """,1
Janjikan. 000 Sarjana Bekerja di - Perusahaan Besar,0
Ibu Bayi Kaki - Putus di Tangerang Diri ke,0
Melihat ke Belakang KPK Migas terkait Petral,0
Dan Perawat Kolaborasi Bikin Sehat Warga,0
Dua Korban Maut di DPO Kasus Narkoba,0
Kabut Bikin Penerbangan Terganggu,0
Tokoh Papua Minta Jokowi Bangun Presiden,0
KPK Minta MA Tolak,0
Akhirnya! Pemkot Pekanbaru SD dan SMP,1
Porno Pasangan Dewasa Gegerkan Sumedang,0
"Tata Umroh, Urutan,",0
"40 Gadaikan SK, Ketua: Mencuri Uang Negara",0
Kecelakaan di Jalur - Madiun yang 3 Orang,0
PJ Walkot Makassar Sebut Syiah Rekomendasi MUI,0
"Ibas, Gelar Pembekalan Anggota Legislatif -",0
Jokowi: Depan Istana Presiden Papua Mulai,0
Jokowi Tokoh ke Istana Ini,0
China Geram Pernyataan AS Soal Perlakuan Uighur,0
OSO Revisi: Tentunya Kita Tidak Melemahkan,0
"154 Pelanggar di, Alasannya Tidak Tahu",0
"Jenguk BJ, : Semoga Turunkan Mukjizat",0
Gubernur Khofifah Gandeng One Pesantren One,0
Jenguk BJ di RSPAD Gatot,0
"HUT Ke -, TNI Akan Terus Tingkatkan SDM",0
"Buka Luwur Kudus, Ribuan Nasi Dibagikan",0
Nilai Pidato Sejalan dengan Ide Jokowi,0
"2 Hektare Lahan Terbakar, Udara Tidak!",1
KPK dan Masa Kita,0
Panggil Wakil Ketua XI Terkait Kasus Anggota DPR -,0
Kabut Pekat di Riau Tak,0
Petugas Pelanggar Genap Hingga Bagi - bagi,0
Tim Pelajar DKI Juara Dua Olimpiade Metropolis,0
"Status Tersangka Veronica Koman Disoal,:",0
"Viral di Tewas Akibat Bully, Kata Ketua RT",1
Pemkab Ponorogo 531 Formasi CPNS P3K,0
Ada Melanggar Hari Ke - 2 Ganjil Genap Jaksel,0
"Masih Tahu Ganjil Genap, Dishub: Sudah Maksimal",0
Begini Suasana Antre Berkat Buka Kudus,0
DKI: Genap Tingkatkan Pengguna Sepeda Motor,0
"DPRD - ramai Gadai SK, Ini Kemendagri",1
"Asap Karhutla Parah, Pandang di Riau",0
"Perluasan, : Volume Lalu Turun Signifikan",0
Intelektual Rusuh Papua Dicari Satu -,0
Curhatan ' Korban ' KPK Komisi III,0
Umumkan Tersangka Kasus Mafia Terkait Petral Ini,0
"Rokok, Bekas, Ada Ratusan Kilo Pantai Gold Coast",0
"Pekat Pekanbaru, Polantas Bagikan Masker ke Pengendara",0
Santri Probolinggo Sambut 10 Muharam Pawai,0
"Yuk ' Bantu Menteri ', Ikuti Polling!",1
Beda 2 Eks Soal dengan PB Djarum,0
Ratusan Queensland Mengungsi Hindari yang Kian Memburuk,0
Penerapan Tilang di Ditargetkan 2019,0
"Dangdutan Maut Tewaskan 2 di, Pelaku",0
Cerita Bocah Dibunuh Setelah,0
"Jadi Tak Baik, Serang Pejalan Kaki di Maaf",0
"Kebakaran di Padam, Kerugian Ditaksir M",0
"Atasi Kabut dari Indonesia, Hujan Buatan",0
"Hindari, Wanita di Sembunyi di Selokan",0
"Polisi Wanita di Kepri, Korbannya Dijadikan",0
"Gegara, Anies Disomasi",0
Baleg DPR: Revisi KPK dan Penindakan,0
John Chardon Bersalah Kematian Novy,0
: Pengembangan Bakat Bulutangkis Tetap Sesuai Regulasi,0
"Asrama Mahasiswa Dilempar, Polisi: Itu Hoaks",0
"Tak Mati, Minta Yasonna Hati - hati",0
Korut Siap Bertemu Denuklirisasi Akhir September,0
BMKG Prediksi Cuaca ini,0
Polri Akan Red Veronica Koman ke Interpol,0
"Personel Jakbar Satpam, AMPG Pro Dipolisikan",0
"Pekat, Siswa SD di Pekanbaru",0
"Beredar Isu Habibie,:",0
"Anggota SK, Komisi II: Tutup Kampanye?",1
Komisi III DPR: KPK ' ' Tanpa Surpres Jokowi,0
Petani Biarkan Tomat Membusuk karena,0
Dishub DKI: Ganjil Hari Pertama Udara,0
"SBY Jokowi, : Bentuk Kesantunan Politik",0
"Hari Asyura, Pemkot Makassar Antisipasi Penyebaran",0
Polisi Periksa Kadis Staf Saat Selfie Ini,0
"Soal Penetapan Tersangka Koman, Kata Komnas",1
"Seleksi Capim KPK, III Temui Koalisi Masyarakat Sipil",0
Hasil PT KA dan Warga Blitar soal Pelintasan Sebidang,0
"Pabrik Tiner Kalideres, 15 Mobil Dikerahkan",0
"SBY Ajak, PPP: Simpatik Negarawan",0
"Korban Cium Pipi Saat, Tersangka Dihukum",0
"BJ Habibie, SBY Buka Pertemuan Nasional Demokrat",0
"Kualitas Makin Buruk, Libur di Jambi",0
"Curhat Warga, Berburu Sandi Wi - Fi Gratis",0
"Ada TransJ, Lalin Arah Rasuna Said Macet",0
Pelanggar di Jalur Perluasan Jakpus Masih,0
"Besok, Polisi Ketum Terkait Kasus Makar",0
Video Korban Maut di Ingin Bikin ' Video Tabrakan ',1
"Anggota Banten - ramai Gadai, : Itu Ranah",0
Bogor Ingin Pemprov Ikut Bantu Tangani Sampah di,0
Polisi Cek Bocah di Bekasi yang Tewas Akibat,0
"Ibas Banggakan SBY, Terpilih Jadikan Contoh",0
Korut Tembakkan Proyektil Tak Usai Tawarkan Dialog,0
Airlangga Tegaskan Revisi UU KPK,0
KaBIN Budi Gunawan Buka Jokowi dan 61 di,0
Pemimpin Hong Ingatkan AS Ikut Campur Demo,0
Pj Makassar Edaran Antisipasi Syiah Disikapi dengan,0
Ini 10 Tokoh Saat Bertemu di Istana,1
"KPK Tegas Menolak, Romli Beri Analogi ' '",0
Cerita Jokowi 12 ke: Provinsi Lain Kali,0
"Dari Mantan, Artis hingga Netizen - Bela Djarum",0
Viral! Perampok Bercelurit Satroni Gratis di Bogor,1
"Tokoh Papua: , Generasi Kami Jangan Dihukum",0
Begini Perusahaan Startup Untuk Raih Terbaik,0
Air PDAM Warga Dampak Pembangunan Alun - Alun,0
Menlu Bicara Pentingnya Diplomasi Digital Sama,0
Perhatian! Ini - Kandidat Menteri,1
Barang Impor Senilai Rp 8 Dimusnahkan,0
Pekerja Pertambangan Australia Otomatisasi Makin Marak?,1
Polres Buru Penyebar Video Pasangan,0
KPU Ungkap Kendala KPU Usulkan NPHD,0
Polres Bogor Kejar Perampok Rumah Gratis Duafa,0
"Kemarau, Warga Bandung Barat Jenazah Air",0
Airlangga - Siswono Bicara soal Revisi UU KPK Seleksi,0
"Ketum Dipanggil Makar, Minta Jadwal Ulang",0
BPPT Doakan Habibie ' Intelektual ' Segera Pulih,0
": Kivlan Zen Siap Jalani, yang - tunggu",1
"Hotel, Kafe, Sakit Air Dampak PDAM Mampet",0
PTUN: Pemkot Cimahi Batalkan Guest di Setra,0
Pimpinan Bank di Purbalingga Tersangka Kredit Rp 28,0
Tokoh Papua: Benny Wenda Tak,0
"Kebakaran di, Pria Stroke Tewas Terbakar",0
Lahan di Segera Disertifikatkan,0
"Daripada Kritik Djarum, KPAI Diminta Anak",0
Anggota DPRD Banten Gadaikan: Rumah - Bayar Kuliah,0
Pengurus Prosedur Rapat Korbid,0
Pemkot Evaluasi Program Street Library Digagas Ridwan,0
Poyuono Rakyat DPR - Istana Tolak UU,0
"Dishub DKI: Uji Coba Ganjil 3 Minggu,%",0
"Sekali, Kivlan Zen Pengadilan Pakai Kursi Roda",0
3 Orang Tewas dalam Drama Penembakan,0
"Banyuwangi Kuliner Pintar, Pedagangnya Pakai",0
"Status ' ', Inilah Terakhir Novy Chardon",1
"DPRD Surabaya Gadai SK ke, : Wajar",0
"Dicabut, Kasus ' Mobil Goyang ' di Halaman",0
Siswi SMK Dilarikan ke RS Gegara Dekat,0
"Gugatan Ikan Koi, dari PLN Bicara Ini",1
BJ: Apa yang Terbaik buat Bapak Saya,0
Pakualaman Gelar Upacara Hajad Dalem di Pantai Glagah,0
"Permukaan Air Susut, Bekas Desa Dasar Waduk",0
270 Telah Usulkan Pilkada,0
PDIP Jatim Buka Pendaftaran September,0
ERP akan Masuk DKI,0
"Kecelakaan Cipularang, Truk di Km 91",0
"Truk Oleng, Satu Penumpang Tewas",0
"soal Efek: Bukan Lagi Hati - hati, Tapi Sudah",0
Perampok di Gratis di Bogor Sempat Dikira Minta Makan,0
Ini Opsi PDAM 60 Ribu Pelanggan Kembali,1
"Diminta Papua, Wiranto: Masih Masukan",0
Google Media Digital Asing,0
Alasan Anggota Jabar: Utang Kampanye - Rumah,0
"Yudhoyono: Tak Boleh, Harus!",0
"Fenomena Anggota ke Bank, Gejala Ini?",1
Zen Didakwa Kasus 4 Senpi Ilegal Tajam,0
Jaksa Ungkap Duit Ratusan Habil Zen cs,0
"Pesan Habil Duit Senpi ke: Ini untuk Bangsa, Tetap",0
"Asal Asahan Kebutaan, Ngaku Main Game",0
"Kivlan Zen 22 Tikus, Minta Cari Sebelum Pemilu",0
Mafia Migas Bikin Penampung Duit British Virgin,0
"Kasus Mafia Eks Petral, KPK Sudah Geledah",0
JK Sebut Segera Kirim Presiden ke DPR Bahas Revisi,0
Puluhan di Bantaran Bengawan Terbawa Longsor,0
"Ajukan, Kivlan Zen: Dakwaan!",0
"Di III DPR, IPW cs Pansel Capim",0
Wali Cirebon Minta Swasta CCTV Intai Penjahat,0
"Terdampak Tol Desari, Akan Diperlebar Tahun Ini",0
Penyelundupan 74 Ekor Digagalkan,0
Dan Nikmatnya,0
Aman PPh Korporasi,0
9 Pasangan di Terciduk Operasi Yustisi,0
Seratusan Karyawan Boneka Sukabumi Keracunan,0
Raih dari Kemenkum HAM,0
Polisi Selidiki dari dan Veronika Alirkan Dananya,0
Gubernur Rahmayadi Ingin Seperti di Rusia,0
Bos Bodong Mojokerto Rugikan Korban Rp 7 M,0
Apa Kabar Denda Rp 1 Juta bagi PKL?,1
Sidang Habil Marati Ditunda Gara - Tak,0
"Jadwal Ulang Pemeriksaan, Tunggu Kehadiran FPI Besok",0
"Garbi Akan Jadi Gelora, Ikut Bergabung",0
"Ikut Senpi Kivlan, Habil: Semua Fitnah",0
JK KPK: Kalau Kurang Itu Prestasi,0
"Anggota III DPR Capim KPK, Tapi Tak Terima",0
"Mengaku Dihamili, Asal Kades ke Polisi",0
Penyandang Disabilitas Bacabup - Bacawabup,0
"Hamili Perempuan Muda, Kades: Booking",1
Aksi Mahasiswa Peringati Kematian Munir: Tak,0
Fadli Zon Pastikan Akan Gabung Lagi,0
"Maut di Tewaskan 3, Saksi Diperiksa",0
Menteri LHK soal Asap di Malaysia: Jangan Indonesia,0
": Tak Kertanegara April, Ketum FPI Dipanggil Polisi",0
Warga Wonogiri Terbakar Pekarangan,0
Usul Posisi Wagub DKI Lebih dari Satu Orang,0
"Polisi: Hari Ganjil RS Fatmawati, Pelanggaran Turun",0
Ibu yang Buang di Tangerang Seorang,0
"Bantah Media Malaysia, : Ada Asap Lintasi Lumpur",0
"Gabung Lagi, Akan Bicara dengan Prabowo",0
Intelijen Militer Jerman Pengaruh Ekstrem,0
"Korban Tabrak, Sati di Tol Simatupang Pagi Tadi",0
: Minta Kader PD Jadi Lebih Baik,0
"Putra Habibie: Bapak Kritis, dan Perlu Istirahat",0
Crane Ambruk Timpa di Pelabuhan,0
Keluarga Hoax Habibie Meninggal Dunia,1
Anggota Komisi III Kriteria Capim KPK,0
Pria PNS Diduga 4 di Bawah Umur Sleman,0
"Career, Gubernur Khofifah Mobile Training Unit",0
Putra: karena Beraktivitas Terlalu Banyak,0
Pelecehan di KRL Diamankan di Stasiun Duren,0
DPR Ingin Penanganan Progresif,0
", Melanda Lereng Gunung",0
"Eks Gubernur Puteh 1, 5 Tahun Penjara Penipuan",0
"Dugaan Rp 7, M, Eks Ketua Hipmi Ditangkap",0
"FPI Bingung soal Makar 17 April, Ini Kata",1
Sandiaga Bakal Gerindra,0
Akan Batasi Kunjungan Jenguk BJ Habibie,0
"Bermodal Genap, Anies Bertahap",0
"Bunuh yang Memalaknya, di Malang Pacarnya",0
"Divonis 1, Tahun, Gubernur Aceh Abdullah Puteh",0
"PDAM Mampet 4, Risma: Kalau Nggak Bisa",0
"Latihan, Paskhas Terjun Rebut Bandara Banyuwangi",0
Taman Gunung Terus Pantau Kebakaran,0
"Kendala LAA di Stasiun, KRL Jatinegara -",0
"Tak Hadir, Sidang 4 Gugatan Zen Ditunda",0
"Gempa 3, Terjadi Palu",0
Garbi Bertransformasi,0
Kendala Pemprov Jatim Tambang Pasir di Brantas,0
Ikut Ramaikan dan Anti Korupsi di UGM,0
Pemkot Akan Gelar Kesembuhan BJ Habibie,0
Revisi UU Disebut Bikin Kebal Hukum,0
Jabar Uu Sesalkan Ada di Cirebon,0
Mengenaskan di Sempat Dikubur Sebelum Dibuang,0
Kualitas Udara Jambi Malam Hari Kategori,0
Harapan - Komarudin Hidayat untuk Baru 2019 - 2024,1
Pemprov Danai Pembangunan Park and Ride di,0
KPK Tudingan Adik Imam Nahrawi: Ada Bukti,0
Detik - detik Mahasiswa Pagar,1
KPK Dalami Duit Menpora Imam Nahrawi,0
Pertamina Kucurkan Rp Juta Kebakaran di Riau,0
Begini Awal Kecelakaan Lampung yang 8 Orang,1
Ini Padamkan Kebakaran di Sumbing,1
"Fit and Proper Test Lanjut, Giliran I Wara",0
"Kasus Jasmas di Surabaya, Minta Penyidikan",0
Pertemuan Bilateral Kegiatan Menlu Level Sidang Umum PBB,0
"Malam -, - Cek Gunung Sampah di Pinggir Cilebut",0
Stasiun Akan Tampilkan Budaya Indonesia,0
"Menlu - Timor Leste -, Ini yang Dibahas",1
"Tangkap di Slipi, Seorang Terluka Dipukul",0
Lokasi Diduga Halu Kendari Tertembak,1
"Kapolrestabes Medan: Jangan Ada Hoax,",0
"Massa Revisi UU Demo di KPK, Pesertanya Ikut",0
Prioritaskan Rumah Warga yang,0
"Randi Mahasiswa Halu Tewas Tertembak, Jl Menteng Raya",0
"Uang Rp 1, 6 Raib, 3 Pemprov",0
Massa Aksi Depan Bubarkan,0
", TGB Kenang Saat di Kairo Mesir",0
"Minta RKUHP, Gunakan Waktu untuk Sosialisasi",0
"Polri Kronologi Maut di, Aparat Diserang Dulu",0
Petugas Laporkan Aksi Pemukulan Driver Ojol ke,0
"Purnomo - Teguh Daftar Solo,?",1
"Memanas, UU Baru - RKUHP Botol - Dorong",0
"Rapat Gabungan MPR Tata, Ini Rinciannya",1
"Ada Pengelola, - Tech Mall Bayar Listrik Air",0
"Rusuh, Orang Warga",0
Kordum ' Gejayan ' Bantah Kepentingan Politik,0
KPAI Minta Penyebar Undangan Aksi ke DPR,0
"Waria Pembobol Vila Bali Dituntut 1, Penjara",0
"Resah Gelandangan Bakal, Anak Punk Demo Jalan",0
"Jauhi Pantai, Tinggi Gegara Gempa Ambon",0
Warga Riau Terdakwa Divonis Mati PN Medan,0
Tetapkan Tersangka Pembakar Lahan Sumsel,0
Banyuwangi Expo Kendaraan Warga yang Hilang,0
"Demo Se - UU KPK dan RUU, Jokowi Lempar ke DPR",0
"Diri, Peserta Aksi ' Gejayan Memanggil '",0
"Pemkot Surabaya - Tech Mall Rp, 5 M",0
! Mahasiswa - Pro - KPK Baru Saling Lempar Botol Depan,1
Warga Bantul Gelar Siwur Upacara Nguras Enceh,0
Satgas Karhutla DKI Dikirim Kalteng,0
"Pilkada, 3. Sleman Belum Rekam e -",0
Demo RUU KUHP Digelar Ribuan Tulungagung,0
LSM SAFEnet: BSSN Lembaga Superbody?,1
Dalami Kasus Mahasiswa Halu Tewas Tertembak Demo,0
"Tutup Usia, Hukum Ini Tak Lihat KUHP Disahkan",0
"Sebulan Berlalu, Polisi Terus Buru Gratis Duafa Bogor",0
Empat Tangki Padamkan Api dari Tanah Ponorogo,0
"Tewas Berdemo di Kendari, IMM Keras Tindakan",0
"Gunung Masih, 600 Lahan Hangus Terbakar",0
Polisi Police Line di yang Tanahnya Api,0
Disdik Sulsel: yang Ikut Demo Polda,0
"Minta Hadapi Mahasiswa, Prabowo Contohkan Prancis",0
"Al - Azhar untuk Kesembuhan Amir, Kampus Hadir",0
"Pelajar Polisi Medan, 5 Orang Diamankan",0
Pastikan Mahasiswa Halu Oleo Tertembak,0
Universitas Halu Oleo Tertembak Saat,0
Prediksi Musim Bisa Berlanjut hingga November,0
"YLBHI Sebut Belum Dikontak di DPR, Kata Polri",1
"Demo Depan, Amankan Sejumlah Massa Aksi",0
"Diduga Aktivitas Terorisme, Ditahan di Singapura",0
Pajak di Bandung Capai Rp 1 Triliun,0
35 Orang di Pesta Akibat Serangan Pasukan,0
"Pemprov: Lahan, Kesadaran Harus Ditingkatkan",0
"Hari Jadi Kota Bandung, PKL Cicadas Persen",0
Video Mahasiswa Bandung ' Memanas ',1
"Rusuh, 7 Polisi Terluka Panah",0
BMKG: Masih Terpantau Kalteng - Kalsel -,0
Pemadaman di Muba Sumsel Terkendala,0
Gerindra Jateng Jajaki Koalisi di Pilkada,0
Ini Pengakuan ' ' Pelaku Pemerkosaan,1
"Bertebaran Solo, Gibran: Bentuk Dukungan",0
Viral Pasangan Depok Mesum Kontrakan Digerebek Polisi,1
Soal Pembacokan Anggota TNI Papua: Nyaru Pakai SMA,0
"1 Terduga Berasal Cianjur, Warga Kaget",0
Jaksa KPK Cecar Sofyan soal Pertemuan Novanto,0
"Sidang Masa Jabatan 27 September, Sahkan 10",0
"Wamena, Polisi: Seragam Susupi Aksi Pelajar",0
"45 Bukti, Penetapan Tersangka Bupati Kudus Sesuai Prosedur",0
"Sepeda Motor, Ribuan Mahasiswa Kaki ke DPRD Jatim",0
"Ambulans Sempat Bawa, DKI Minta Rehabilitasi Baik",0
"Terobos Polisi, - Pelajar DPRD Sultra",0
"6 Mahasiswa Unjani Ditangkap di, Demonstran",0
"RUU KUHP Dibatalkan, Tukang Gigi Jabar Ancam RI",0
"Kebakaran Bedeng Kemayoran Jakpus, Damkar Dikerahkan",0
"Siswa, , "" Strike """,0
Ini Alasan Hakim Seumur Hidup yang Mutilasi,1
Polisi Awal Mula Rusuh di Wamena Massa Pelajar,0
Prabowo Singgung Angka Stunting Tinggi:?,1
Ada 19 Rekahan Tanah di Ponorogo Keluarkan,0
Polisi Kini Akui Kesalahpahaman Ambulans: Tak Bawa,0
"' Unggas - jalan ', Antar Saling Cekik",0
"Tuntut Ditemui, Mahasiswa Kawat Berduri dan Botol",0
"Semarak Oktoberfest, Festival dan Dunia di",0
"Diundang Mahasiswa, Pelajar di Cilegon Diamankan Polisi",0
Mendamba Bersih,0
"Tiba di Kantor DPRD Sulsel, Mahasiswa",0
"Cerita Mata Najwa, Kirim ke Ketua",0
Mengenaskan! Orang dalam Serangan Arab di Yaman,1
"Demo Mahasiswa -, Massa Lempar Batu DPRD Sulsel",0
Gagalkan 5 Ton Daun dari Indonesia,0
"Pasal Kriminalisasi Lagi, Tukang Terancam Nganggur",0
"Prabowo: Jika Bekerja, Apa Salah - anak Jalan?",0
Yohana Larang Demo ke DPR,0
Akui Rexona Sebabkan Orang di Australia,0
Polda Jateng Akan Bahan Peledak 5 Penyimpanan,0
"Praperadilan Bupati, Ahli Tangkap Tangan",0
"Diduga Rusak Mobil, 8 Pelajar Diperiksa",0
Pejabat Kehutanan Meninggal Presentasi dengan Menhub,0
"Dan Pengikutnya Turun Jalan, Pungut Sampah Sekitar",0
"RUU KPK, Prabowo: Mungkin Korupsi di Menurun",0
"Kapolri: Perusuh Tewas Oksigen, atau Mahasiswa",0
Di Makassar yang Saat Ingin Masih Polda,0
"Disiram, yang Keluar dari Tanah Ponorogo Tak Padam",0
