title,label_score
"leuk tepis kabar kepala bully, polisi kesej sebut pesawat bocah meninggal di bekasi akibat dikar tetanus",0.0
tokoh papua bicara ke dihargai jokowi soal persaingan penduduk vers dan tertunda lingkungan,0.0
"kritik revisi uu pose kpk, rektor kasta ipb - cita pemuka agama coba tolak pelemahan kpk",0.0
menggalang kegunaannya pembiayaan dirayakan ibu kota baru,0.0
menuntut pasukan pun kostrad dikerahkan untuk relasi tangkap pelaku karhutla pura di riau,0.0
"kendaraan itupun listrik bebas dari 173 aturan ganjil - sertifikat genap, id ini alasannya",1.0
satu - satunya korban pidato selamat qw kecelakaan dikab maut di pemr nganjuk diciduk sekali kasus narkoba,0.0
"home menghuj industry arak di pembubaran sidoarjo digerebek, loc dua lav orang diamankan",0.0
"rekannya jokowi ke papua naw lagi beres paling kis telat wallpapers oktober, resmikan jembatan holtekamp",0.0
trump follow umumkan perundingan ialah damai dengan taliban diis sudah mati,0.0
"menanti "" sumpah kebijakan gila "" makanannya jokowi",1.0
jokowi janjikan 1. penuhi 000 pembela sarjana papua bekerja ade di disita bumn - perusahaan tanding besar,0.0
bukankah ibu bayi yang kaki - badannya tangannya agency putus di tangerang serahkan generik diri ke polisi,0.0
gu melihat sandi ke belakang sumpah pengusutan angka kpk soal mafia migas terkait petral,0.0
banyuwangi dan baratsulawesi perawat kolaborasi bikin sehat usaha konstitusi wisata pist warga,0.0
dua sampingan korban kecelakaan marga maut di nug nganjuk ternyata dpo kasus natal narkoba,0.0
kabut asap pemr bikin rumah penerbangan di dulu banjarmasin terganggu,0.0
tokoh papua undang minta jokowi indian bangun kuping istana presiden di papua,0.0
dioksida jaksa stories kpk minta ma is tolak pk novanto,0.0
muk akhirnya! muridnya pemkot pekanbaru liburkan sd dan smp journal karena kabut rumpun asap,1.0
"blh tata kegunaan cara umroh, urutan, dan 1912 bacaannya",0.0
"rewards 40 coli persen dewan ingatlah ciamis gadaikan sebahagian sk, ketua : kemerdekaan daripada mencuri uang negara",0.0
tetap seputar kecelakaan maut di mak jalur kerapatan nganjuk - madiun yang aries tewaskan 3 orang,0.0
pengu pj kepem walkot mempert makassar sebut rilis edaran dioksida antisipasi syiah rekomendasi mui,0.0
"suap dipimpin lengkapnya ibas, demokrat gelar pembekalan anggota yen legislatif charge 2019 - 2024",0.0
bieber jokowi : tahun depan istana presiden berpegang di papua bismillah mulai dibangun,0.0
tidaknya jokowi undang tokoh papua ilustrasi ke istana gugat hari ini,0.0
pelak china serikat geram atas ank pernyataan menlu as ger soal perlakuan terhadap uighur,0.0
oso soal tengahsulawesi revisi uu penahanan kpk : tentunya kita association tidak akan chart melemahkan,0.0
"154 negatif pelanggar ditilang dinosaurus di jakbar, syur alasannya tidak namanya tahu ganjil bukan genap",0.0
kepunahan gubernur nun khofifah gandeng isei kembangkan peraih one pesantren mutu one product,0.0
sby kingdom jenguk bj asisten habibie di menganggu rspad tengah gatot soebroto,0.0
"hut disamping ke - 74, konstitusi tni al akan memus terus tingkatkan patri sdm jaz untuk indonesia maju",0.0
"buka luwur prasarana sunan hal kudus, memperbarui ribuan paket mewarnai nasi berkat dibagikan",0.0
percepatan pdip nilai pidato kontemplasi sby modalbagaimana sejalan dengan ide jobsvacancynet jokowi,0.0
"stadion 2 ribu hektare kore lahan terbakar, sk udara di palembang tidak nyatakan sehat!",1.0
pelemahan fisiologis kpk dan masa depan intrinsik demokrasi otaknya kita,0.0
juta kpk panggil wakil ketua komisi xi diambil terkait copy kasus anggota dpr un f - pan,0.0
wall kabut kaus asap pekat tugas di riau tak ganggu penerbangan,0.0
petugas konsol cek sail pajak pelanggar magister ganjil genap kelayakan hingga bagi - bagi cokelat,0.0
tim pelajar dki disisi raih nampak juara dua di olimpiade keberlanjutan metropolis ketahui moskow,0.0
"terendah status trad tersangka uin veronica diis koman bes disoal, polri : ada all praperadilan",0.0
"meledak viral bocah di syria bekasi disebut cil tewas akibat bully, begini biro kata ketua rt",1.0
pemkab menpan ponorogo ajukan 531 meniadakan formasi untuk unas cpns dijatuhi dan p3k,0.0
"ago masih balasan ada yang tak tahu ka ganjil genap, kepres dishub : sosialisasi sudah maksimal",0.0
dishub dki : pero perluasan penambahan ganjil genap tingkatkan pengguna yudhoyono sepeda motor,0.0
"disebut anggota dprd banten nazi ramai - ramai gadai sk, koq ini percepatan kata kemendagri",1.0
"kayu asap karhutla tambah muri parah, jarak pandang di riau vpn 800 qad meter",0.0
"rawamangun perluasan ganjil genap, dishub : volume 216 lalu viet lintas turun tamu signifikan",0.0
lahiriah aktor intelektual rusuh papua kuhp dicari satu - menghentikan satu,0.0
membungk kpk umumkan nep tersangka kasus mafia antara migas terkait petral siang paper ini,0.0
"puntung rokok, politis pembalut bekas, ada ratusan dibatalkan kilo sampah biaya di pasifik pantai pengirim gold coast",0.0
"akte asap dish pekat kepung bes pekanbaru, polantas bagikan masker library ke pengendara",0.0
santri monyet di probolinggo sambut andahotel 10 muharam mendes dengan pawai obor,0.0
"yuk'bantu solunar jokowi cari menteri ', prestasinya ikuti polling riaulampungmal di politeknik detikcom!",1.0
beda 2 biak eks komisioner timbal kpai kanada soal polemik bookingcom dengan pb djarum,0.0
ratusan keluarga penyusun di queensland deputi mengungsi hindari kebakaran serem yang kian klas memburuk,0.0
penerapan tilang elektronik wikipedia di busway bapaknya ditargetkan oktober diperbaharui 2019,0.0
"dangdutan maut tewaskan 2 industrial pria di tawuran bekasi, didalamnya 4 pelaku teater ditangkap",0.0
"kesej jadi contoh tak baik, pemotor hipot serang gam pejalan kaki ventura di trotoar minta lauk maaf",0.0
"kebakaran gudang muatan di penjaringan beranak padam, kerugian ditaksir rp ex 2 silikon m",0.0
"riaulampungmal atasi kabut serambi asap dari indonesia, [UNUSED_58] malaysia rencanakan hujan buatan",0.0
"polisi bongkar tr perdagangan wanita di kepri, akrilik korbannya dijadikan setinggi psk",0.0
"gegara sosialnya potong keterb kabel, hier anies company disomasi apjatel",0.0
anggota fosil baleg penggantinya dpr : revisi bekas uu kpk seimbangkan malaria pencegahan terobosan dan penindakan,0.0
john chardon terbukti bersalah atas wajahku kematian absor istrinya bes novy,0.0
kpai : perannya pengembangan bakat daftarkan bulutangkis gajinya harus diaman tetap jalan sesuai regulasi,0.0
"berharap tak pictures mati, sebagi kpk minta yasonna cont hati - checklist hati",0.0
hilir korut nyatakan siap pictures bertemu perserikatan as bahas denuklirisasi gu akhir september,0.0
keberatan bmkg prediksi homes cuaca saran jakarta cerah hari ini,0.0
polri akan teruskan pengajuan didi red siapa notice berkali veronica mm koman digigit ke interpol,0.0
"rewards sebut account personel polres jakbar penanda satpam, bermata ampg dibayangkan pro bamsoet akan sukarno dipolisikan",0.0
"case asap doang pekat, siswa sd dimasa di pekanbaru tetap sekolah",0.0
petani utaras blitar biarkan disalahgunakan tomat abrah membusuk karena harga anjlok,0.0
dishub jadi dki : perluasan ganjil genap falls hari pertama perbaiki fiqih kualitas au udara,0.0
"xpasang sby pembina ajak rakyat dukung jokowi, laba istana : spek bentuk kesantunan politik",0.0
"hari pusat asyura, pemkot membahayakan makassar rilis edaran photos antisipasi malaria penyebaran syiah",0.0
polisi nazi periksa kadis lim tersangka pencium pipi staf saat smok selfie kerjaan pekan ini,0.0
"jend bahas berstandar seleksi kompromi capim kpk, komisi kec iii akan temui koalisi masyarakat sipil",0.0
"amis pabrik prestasinya tiner di penerbangan kalideres terbakar, 15 mobil berbunyi damkar dibek dikerahkan",0.0
"sby dideskripsikan ajak zakat rakyat hayat dukung jokowi, ppp : simpatik dan concern negarawan",0.0
"imag jenguk bj pert habibie, sby batal buka pertemuan bandingkan nasional fraksi nikotin demokrat",0.0
"perutnya kualitas lampiran udara makin ago buruk, fon libur siswa sd di jambi diperpanjang",0.0
"curhat warga desa digital pengajaran di sukabumi, berburu tubuh sandi penghilang untuk syur wi - penanganan fi gratis",0.0
"bangladesh ada resta bus transj ultah ditabrak baca mobil, lalin menteng paper arah rasuna said macet",0.0
pelanggar losmen di jalur sallam perluasan kaka ganjil genap jakpus kategori masih banyak,0.0
"besok, polisi tipu panggil peninggalan ketum menc fpi terkait kasus dugaan makar",0.0
"anggota purna dprd banten bann ramai - utang ramai gadai ikutan sk, pimpinan : itu ranah mengatakan pribadi",0.0
peninggalan bupati address bogor mula ingin pemprov dki ikut paw bantu tangani sampah di kalibaru,0.0
memburuk polisi cek kebenaran hotel kasus bocah sch di bekasi yang disebut tewas akibat berdi bully,0.0
"ibas banggakan kinerja kya sby, memus minta sikapnya caleg benz terpilih demokrat jadikan contoh",0.0
dihormati korut ham tembakkan proyektil tak dikenal 365 usai tugas tawarkan dialog dengan as,0.0
airlangga tegaskan 000 golkar sallam bukan inisiator staf revisi uu kpk,0.0
kabin budi be gunawan kepunahan buka pertemuan obyek jokowi dan 61 tokoh papua pers di istana,0.0
pemimpin hong aristoteles kong address ingatkan semata as jangan brazil ikut campur soal aksi demo,0.0
pj walkot makassar minta edaran diis antisipasi dituangkan syiah hipot disikapi nobel dengan tenang,0.0
ini 10 industry poin sebabnya aspirasi tokoh papua ox saat cards bertemu jokowi di istana,1.0
cerita dosanya jokowi park 12 kali ke papua : pemindahan provinsi lain maksimal feder 3 kali,0.0
"jelek dari mantan atlet, artis hingga netizen peruntungan ramai - wales ramai gaji bela pb djarum",0.0
viral! afektif perampok rangkap bercelurit didi satroni rumah makan office gratis video untuk duafa di fjb bogor,1.0
"aspirasi pengetahuannya tokoh papua : pak khat jokowi, torsi generasi muda kami pemenang jangan dihukum",0.0
air pdam 60 shm ribu warga sni mampet dampak otentik pembangunan alun - rt alun mengaku suroboyo,0.0
menlu bicara pentingnya meneng diplomasi digital untuk olig kerja sama meneg ekonomi,0.0
perhatian! ini nama - perserikatan nama trad kandidat menteri kepalanya jokowi,1.0
barang peninggalan impor kwartir tanpa izin senilai rp 8 pictures miliar dimusnahkan,0.0
aib polres ditingg sumedang buru penyebar video porno kuhap pasangan dewasa,0.0
menolaknya kpu rahimahullah ungkap dibuk kendala mempersoalkan 18 kpu daerah usulkan nphd pilkada,0.0
apart polres kecuali bogor kejar rumah perampok bercelurit teor di rumah makan gratis untuk gugus duafa,0.0
saat airlangga - siswono bench bicara hentikan soal revisi pengayaan uu tekanan kpk eksk dan seleksi capim,0.0
"stories ketum fpi lengkapnya dipanggil terkait makar besok, mengad pengacara minta meledak jadwal ulang",0.0
memburuk kepala mu bppt doakan bj habibie'eyang net intelektual'segera keprihatinan pulih,0.0
"hotel, kafe, rumah cover sakit di hide surabaya eku batasi air dampak download pdam tampilkan mampet",0.0
semudah ptun : pemkot helm cimahi dideskripsikan harus batalkan imb guest apabila house di setra lingkar duta,0.0
pimpinan picture bank bumn di semisal purbalingga jadi hayati tersangka pula kredit fiktif rp 28 m,0.0
tokoh papua : benny period wenda tak berhak simpatis atur sebagi nkri,0.0
"kebakaran rumah di sehari grobogan, pria bap penderita stroke tewas lagunya terbakar",0.0
lahan istana tb kepresidenan di nkri papua amin segera disertifikatkan,0.0
"daripada taun kritik menghormati pb rutin djarum, kpai diminta perserikatan fokus urus anak jalanan",0.0
alasan anggota dprd tes banten cards gadaikan sk : harganya renovasi rumah - bayar pengiring kuliah temanmu anak,0.0
nom pengurus golkar protes bekas perubahan prosedur rapat dengan korbid,0.0
pemkot bandung evaluasi program street therapy library thor yang mito digagas ridwan kamil,0.0
dihargai poyuono ajak ancam rakyat cerita kepung dpr - istana tolak khusus revisi uu pose kpk,0.0
"dishub kore dki : uji tataran coba ganjil karbondioksida genap emisi 3 minggu kemarin, kendaraan ppt turun 25 %",0.0
"lulus siap sekali jalani sidang, gemstone kivlan zen ditemukan ke pengadilan theater pakai kursi mm roda",0.0
dileg 3 orang tewas dalam drama penembakan keluarga ind di sintetis belanda,0.0
"pasang akrilik status'indot single ', inilah euro saat tunjukkan terakhir kehidupan novy kah chardon",1.0
"salib anggota bedanya dprd surabaya gadai milikku sk ke bank, ketua : itu ngeh wajar",0.0
"laporan dicabut, adiktif kasus'mobil yayasan goyang'di keracunan halaman antaranya pengadilan berakhir damai",0.0
makam siswi sebesar smk bandung dilarikan pula ke rs gegara lainnya ditikam dekat sekolah,0.0
"sidang gugatan z ikan cot koi punc mati, saksi dari eksk pln bicara ini",1.0
paradigma putra bj habibie : kath apa pun yang berbahaya terjadi terbaik buat bapak riya saya,0.0
kelangsungan puro pakualaman sejenis gelar upacara hajad bokong dalem dikembalikan labuhan di pantai pusat glagah,0.0
"permukaan air kebesaran susut, bekas desa di tungku dasar waduk melestarikan gajah dioperasi mungkur publisher muncul",0.0
270 panwaslu koroner telah subianto usulkan nphd selebar pilkada 2020,0.0
pdip menaati jatim buka pendaftaran pilkada sb hingga munas 14 september,0.0
anggaran erp permain akan masuk agency apbd lewat dki 2020,0.0
"dua dirumah kecelakaan di tol cipularang, hat truk terbakar rt di km sejenis 91",0.0
"laboratorium truk paru oleng di tanjakan riyadh emen, dalamnya satu penumpang tewas",0.0
"jk soal efek ampun kpk : disembah pejabat bumn computer bukan lagi hati - sukacita hati, tapi soundtrack sudah takut",0.0
perampok ketergantungan di bio rm office gratis dijuluki untuk duafa di bogor sempat dikira bagian mau minta makan,0.0
"jokowi modalbagaimana diminta mekarkan penghidupan wilayah papua, wiranto : emang masih lauk masukan",0.0
google memberatkan dan pungutan pajak media digital asing,0.0
"bieber ibas yudhoyono : read kpk tak rapor boleh bert dilemahkan, bann harus diperkuat!",0.0
"fenomena anggota dprd gadaikan sk analog ke pembubaran bank, didiknya gejala jagad apa ini?",1.0
norwegia kivlan zen didakwa kasus petak 4 senpi dilihat ilegal papan dan peluru mengadopsi tajam,0.0
jaksa ungkap duit bekas ratusan pemutusan juta habil marati fauna ke kivlan dalamnya zen ngej cs,0.0
"pesan zionis habil puteri marati soal duit tepi senpi mengarah ke kivlan cs : melahirkan ini politeknik untuk bangsa, syur tetap semangat",0.0
"kivlan zen hidupmu sebut kaliber 22 sekurangk buat guling tikus, minta cari fisiologis senpi persis baru sebelum merel pemilu",0.0
tersangka karikatur mafia migas theater bikin penampung notifikasi duit suap di british virgin kedokteran island,0.0
"lho kasus mafia migas berbunyi eks politis bos petral, kpk sudah bekas geledah 5 ditelan lokasi",0.0
jk sebut jokowi segera fauna kirim surat kent presiden sepen ke dpr bahas revisi uu ulah kpk,0.0
puluhan rumah portofolio di ditempati bantaran diterjemahkan bengawan solo terancam terbawa longsor,0.0
"ajukan eksepsi, seakan kivlan zen : nego dakwaan lulus tidak pemimpinnya benar!",0.0
"keim di komisi iii barus dpr, dipidana ipw cs dukung hasil jend pansel capim pers kpk",0.0
wali kota cirebon minta rehabilitasi instansi copot swasta pasang muamalah cctv kolombia untuk intai penjahat,0.0
"unas terdampak hafiz tol desari, pungutan jalan tanah bill baru depok lengkapnya akan diperlebar tahun ini",0.0
tiap penyelundupan 74 pelantikan ekor burung newton dilindungi berhasil digagalkan,0.0
perth angka ptn aman offic pemangkasan pph korporasi,0.0
9 pasangan dijadikan mesum di buleleng bali sayakamar terciduk nazi operasi diperluas yustisi,0.0
seratusan karyawan besaran pabrik boneka di fjb sukabumi keracunan apa makanan,0.0
banyuwangi raih selain penghargaan pula dari kemenkum ont ham,0.0
dibuk polisi selidiki dari selengkap dan ke mana bale veronika koman mask alirkan sampingan dananya,0.0
gubernur edy prob rahmayadi ingin sebut sungai deli sampailah seperti di rusia,0.0
oc pengakuan menjadikannya bos menjadikannya investasi bodong microsd mojokerto yang tingginya rugikan korban hingga rp 7 m,0.0
apa heran kabar nepal denda rp tercinta 1 juta bagi pembeli microsd di zona merah penduduknya pkl bandung?,1.0
sidang habil terdapat marati page ditunda resolusi gara - gara tak penggun didampingi pengacara,0.0
"diminta jadwal ulang pemeriksaan, menges polisi tunggu kepala kehadiran ketum pendorong fpi role besok",0.0
"garbi mengobat akan jadi letjen partai gelora, fahri publisher hamzah jiwa ikut bergabung",0.0
"disebut eku ikut danai pembelian hidrogen senpi berkedudukan kivlan, cards habil terletak marati : semua restrukturisasi fitnah",0.0
hasan jk rugi soal banyaknya disel ott kpk : kalau makin kurang diag itu prestasi,0.0
"cita anggota komisi mengulangi iii dpr ngaku bkp dilobi pendukung kains capim kpk, tapi tak award terima",0.0
"mengaku dihamili, wanita disekolah asal blitar eropa adukan setinggi kades ke menca polisi",0.0
penyandang disabilitas bantah ikut penjaringan lah bacabup - aset bacawabup score jember,0.0
aksi berlaku mahasiswa lebih uns peringati 55 kematian score munir : jokowi tak serius,0.0
fadli diperbuat zon pastikan sandiaga akan gabung lagi nya ke into gerindra,0.0
"kafir kecelakaan maut di nganjuk tewaskan pemohon 3 expedia orang, 10 dihilangkan saksi diperiksa",0.0
gugat menteri lhk soal cikal kabut searah asap di malaysia : jangan bilang ganjaran hanya dari intrav indonesia,0.0
"munarman : kejatuhan tak namanya di labor kertanegara 17 april, ketum fpi memberitakan bingung dipanggil selambat polisi",0.0
warga wonogiri jiwa tewas lu terbakar angka saat bersihkan pekarangan,0.0
dprd usul posisi wagub dki dijatuhi jakarta quote lebih dari jobsdaftar satu orang,0.0
