title,label_score
Riau MUI: Pelaku Karhutla Orang Beragama Tak Taat,0
"Gadaikan SK Anggota, DPRD Kredit Jabar Terima hingga Rp Miliar 1",0
Penyelundupan 19 253 Benih. Lobster Digagalkan Tujuan Singapura di Makassar,0
"Kecelakaan dan Beruntun Truk di Cipularang Terbakar, Orang 2 Luka",0
"Berita banyak, Negatif HNW Moral Khawatirkan Bangsa Indonesia",0
KPK Harap Jeratan Dirut Eks Bisa Petral Buka Pandora Kotak Migas Mafia,0
Hamas Jatuh Tembak Israel Drone Jalur di Gaza,0
JPU Kivlan Keberatan Didampingi Zen Kuasa dari Hukum Militer,0
"Jadi, Eks Tersangka Dirut Petral Terima Diduga Suap USD 2, 9 Juta",0
: jaksa Duit Rp 25 Juta Kivlan dari Zen Modal Mata - matai dan Wiranto Luhut,0
"Beberkan jaksa Senpi Peluru - Tajam Pembelian Kivlan Zen cs Rinciannya, Ini",1
Dishub Minta Polda Data Kebutuhan E TLE - Area di Perluasan Ganjil Genap,0
Polisi TKP Olah Kecelakaan Maut Tewaskan Orang 3 Nganjuk di,0
"Uang Rupiah Milik Pemprov Miliaran Sumut Hilang, Polisi Tangan Turun",0
Menkum soal HAM Cabut Veronica Paspor Koman: Ketentuannya Ada,0
Sering Time Quality Keluarga Bersama? Ini Ternyata Manfaatnya 3!,1
"Jokowi menteri 55% Profesional, Ini Kandidatnya?",1
LIPI Jokowi Desak Tolak UU Revisi yang Lumpuhkan KPK Kinerja KPK,0
"Kasus Ditutup Penyerangan, Pemotor Trotoar Naik Ditilang Tetap",0
Tangkap bareskrim 2 Pembobol Rugikan yang BUMN Bank 16 Rp Miliar,0
"Ke datang Pembekalan Terpilih, Caleg Demokrat SBY Beri Arahan Tertutup",0
Perempuan Nilai aktivis RUU PKS oleh Tersandera RUU KUHP,0
"Belum Teridentifikasi, Korban 4 Cipularang Kecelakaan Perempuan Diduga",0
SMK siswi Bandung Ditikam Dekat Sekolah Tolak karena Pelaku Cinta,0
"Sebut Pemilihan Capim Cacat KPK, Yuridis Ini Samad Saran DPR ke",1
"Tak jika Kunjung Panggilan Penuhi, Veronica Bakal Koman DPO Jadi",0
"Misterius pria Berjubah Putih Viral Sumut di Ingatkan, ' Murka Tuhan '",1
Adik soal Hoax Habibie: Meninggal Mbok Jangan Gitu Isengnya,0
"Perlunya JK Bicara Punya KPK SP3, Contohkan RJ Kasus Lino",0
Siang tidur - 1 2 Kali Seminggu Kemungkinan Serangan Kurangi Jantung,0
Simpulkan Bos polisi Sembako di Cilegon Bunuh Tewas Diri,0
Mustika menengok Pantai Banyuwangi,0
"Asap Selimuti Pekat Riau, Pemprov Gelar Hujan Salat Besok Minta",0
"Soal Capim Kontrak Politik KPK, Fahri Sebut Agar Undang Taat Undang -",0
Caketum HIPMI: Pengusaha Harus RI Punya Nasionalisme Jiwa yang Kuat,0
"KPU Solo Ajukan Dana Rp 17, 8 untuk M 2020 Pilwalkot",0
Utusan khusus Presiden akan Gelar Munas Antaragama Tokoh,0
"Veronica Koman panggil, Polisi Tunggu Hingga Dua Pekan ke Depan",0
KPK Tetapkan Eks Pejabat Tersangka Pertamina Mafia Energy Migas,0
"Istri Sebelum dipeluk Jalani Sidang Kivlan, Zen Menangis",0
"Porno video di Pemeran Sumedang Disebar, Pria Apa Motifnya?",1
": ICW Pertaruhkan Jangan KPK, Jokowi Pak",0
Terungkap! Video Porno di Sumedang Selingkuh Pasangan Diperankan,1
"Di bocah Bekasi Tewas Disebut karena Bully, KPAD Imbau Keluarga Melapor",0
JK Revisi soal UU KPK: Tak Penuntutan Perlu Koordinasi Agung dengan Jaksa,0
III komisi Pastikan DPR Tampung Masukan Semua soal Capim KPK,0
"Papua tokoh Diundang yang Jokowi Eks Timses, : Kebetulan Istana Saja",0
Jabar wagub Pekerja Minta Lingkungan di Pemprov Jabar Daftar TK BPJS,0
Dan anak Cucu Temani Berkumpul BJ di Habibie RSPAD Soebroto Gatot,0
"Gara - gara Rokok Puntung, Hektare di 28 Lahan Sulteng Terbakar",0
"Topan Faxai Jepang Hantam 17, . Penumpang 000 Telantar di Narita Bandara",0
"Gajah Ketika Ikut Mengamuk Festival di Agama Sri Lanka, Terluka 18",0
"Waduk Pacal di Bojonegoro Surut, Lahan di Pertanian 4 Kekeringan Kecamatan",0
III komisi DPR RDPU Gelar Tampung soal Masukan Seleksi KPK Capim,0
Detik - Mencekam detik Perampokan di Rumah Makan Gratis untuk Duafa Bogor di,1
"HUT ke - 70, Raider Brigif 13 Ziarah ke Makam Galuh Ciamis Bupati",0
Pesan ke KPK Jokowi Pembangunan: Tak Jika Tercapai Masih Korupsi Digerogoti,0
40 Tinggi Perguruan Muhammadiyah se Indonesia - UU Tolak Revisi KPK,0
. 1 Pelanggar 904 Ditilang di Perdana Hari Ganjil Perluasan - Genap Kemarin,0
"Dirawat di Intensif, RSPAD BJ Salat Habibie Sambil Berbaring",0
4 Bulan Lagi Surabaya Polrestabes Punya Bertingkat Tempat Parkir,0
"Sepekan Dilantik, Anggota DPRD Gadai Jabar Bank SK ke",0
": poyuono Jelas, Pemerintah - DPR UU Revisi KPK Mudah Agar Rampok Uang Negara",0
Mahasiswa Surabaya ratusan Dukung UU Revisi KPK,0
Abraham Samad Jokowi: Harus Minta DPR Setop Pembahasan Revisi KPK UU,0
Karhutla satgas Investigasi Kebakaran Penyebab PTPN Kebun Tebu VII Ogan Ilir,0
"Anggota fenomena Dewan Gadaikan SK di, DPRD Surabaya Juga Ada",0
Anies Anggap Udara Perbaikan Ganjil Jakarta Lewat Genap Bisa Tak Instan,0
"Kabar tepis, Bully Polisi Sebut Bocah di Bekasi Meninggal Akibat Tetanus",0
Papua tokoh Bicara ke Jokowi Persaingan soal dan Penduduk Lingkungan,0
"Kritik Revisi UU KPK, Rektor IPB - Agama Pemuka Pelemahan Tolak KPK",0
Menggalang Pembiayaan Ibu Kota Baru,0
Pasukan Dikerahkan Kostrad untuk Pelaku Tangkap Karhutla Riau di,0
"Cerita di Warga Jepara Mandi, Sehari Sekali Kekeringan Akibat",0
"Listrik kendaraan Bebas dari - Aturan Ganjil Genap Ini, Alasannya",1
Satu - satunya Selamat Korban Maut Kecelakaan di Kasus Nganjuk Diciduk Narkoba,0
Dari jokowi Terbang Aceh ke Wamena: Seperti Jauhnya ke London Istanbul,0
"Industry Arak home di Sidoarjo Digerebek, Orang Dua Diamankan",0
"Ke jokowi Lagi Papua Telat Paling Oktober, Jembatan Resmikan Holtekamp",0
"Ada Ganjil, Genap Pengguna Anies Sebut Umum Angkutan Capai Rekor",0
Trump Umumkan Damai Perundingan dengan Sudah Mati Taliban,0
"Menanti "" Gila "" Kebijakan Jokowi",1
Janjikan jokowi. 1 Sarjana 000 Papua Bekerja BUMN di - Perusahaan Besar,0
Ibu yang Bayi Kaki Tangannya - di Putus Tangerang Serahkan Diri Polisi ke,0
Melihat ke Belakang KPK Pengusutan soal terkait Mafia Migas Petral,0
Dan banyuwangi Perawat Kolaborasi Bikin Usaha Sehat Warga Wisata,0
Dua korban Kecelakaan Maut di Ternyata Nganjuk DPO Kasus Narkoba,0
Kabut Asap Penerbangan Banjarmasin Bikin di Terganggu,0
Papua Minta tokoh Jokowi Bangun Presiden Istana di Papua,0
KPK jaksa Minta MA Novanto Tolak PK,0
Akhirnya! Pekanbaru Pemkot Liburkan SD karena dan SMP Asap Kabut,1
Video Porno Dewasa Pasangan Sumedang Gegerkan,0
"Cara tata Umroh Urutan, , Bacaannya dan",0
"40 Persen Ciamis Dewan SK, Gadaikan Ketua Daripada: Mencuri Uang Negara",0
Seputar Kecelakaan di Maut Jalur - Nganjuk Madiun Tewaskan yang Orang 3,0
PJ Walkot Makassar Sebut Edaran Rilis Syiah Antisipasi MUI Rekomendasi,0
"Ibas dipimpin, Demokrat Gelar Pembekalan Anggota Legislatif 2019 2024 -",0
Jokowi: Tahun Depan Presiden di Istana Papua Dibangun Mulai,0
Jokowi undang Papua Tokoh ke Istana Hari Ini,0
Geram china Atas Pernyataan AS Menlu Soal terhadap Perlakuan Uighur,0
soal OSO Revisi UU KPK: Tentunya Tidak Melemahkan Kita akan,0
"154 pelanggar di Ditilang Jakbar, Alasannya Tidak Tahu Genap Ganjil",0
"Usai Jenguk BJ, Habibie Anies Allah: Turunkan Semoga Mukjizat",0
Khofifah gubernur ISEI Gandeng Kembangkan Pesantren One One Product,0
SBY BJ Jenguk Habibie di RSPAD Gatot Soebroto,0
"Ke HUT - 74, TNI Akan Terus AL Tingkatkan SDM Maju untuk Indonesia",0
"Buka Luwur Sunan, Kudus Ribuan Paket Berkat Dibagikan Nasi",0
Nilai PDIP Pidato Kontemplasi SBY dengan Sejalan Jokowi Ide,0
"2 Ribu Lahan Terbakar Hektare, Udara di Palembang! Tidak Sehat",1
KPK dan pelemahan Masa Demokrasi Depan Kita,0
Panggil KPK Wakil Komisi Ketua XI Terkait Anggota Kasus DPR F PAN -,0
Asap kabut di Pekat Riau Ganggu Tak Penerbangan,0
Petugas Cek Pajak Ganjil Pelanggar Genap Hingga - Bagi bagi Cokelat,0
Tim Pelajar Raih DKI Dua Juara di Olimpiade Moskow Metropolis,0
"Status Tersangka Veronica Disoal Koman, Polri: Ada Praperadilan",0
"Viral Bocah Bekasi Tewas di Disebut Akibat Bully, Begini Ketua Kata RT",1
Pemkab Ponorogo 531 Ajukan Formasi CPNS untuk P3K dan,0
Ada Pengemudi masih Melanggar yang di Hari Ke - 2 Ganjil Jaksel Genap,0
"Masih Yang Ada Tahu Tak Ganjil Genap Dishub, : Sudah Sosialisasi Maksimal",0
Suasana begini Antre Berkat Ngalap Buka Luwur Kudus Sunan,0
Dishub DKI: Perluasan Ganjil Tingkatkan Genap Pengguna Sepeda Motor,0
"Banten anggota DPRD - Ramai Gadai ramai SK, Ini Kata Kemendagri",1
"Asap Tambah Karhutla Parah Jarak, Pandang Riau 800 di Meter",0
"Perluasan Genap ganjil Dishub, : Volume Lalu Lintas Turun Signifikan",0
Aktor Intelektual Rusuh Papua Dicari Satu satu -,0
' Bully curhatan Korban ' Pansel KPK Depan di Komisi III,0
KPK Umumkan Tersangka Kasus Mafia Terkait Migas Petral Siang Ini,0
"Rokok puntung, Pembalut Bekas, Ratusan Ada Kilo di Sampah Coast Pantai Gold",0
"Asap Pekat Kepung Pekanbaru, Polantas ke Bagikan Pengendara Masker",0
Santri Probolinggo di Sambut 10 Muharam dengan Pawai Obor,0
"' yuk Jokowi Bantu Cari ' Menteri, Ikuti Polling detikcom di!",1
Beda Eks 2 KPAI Komisioner Polemik Soal dengan PB Djarum,0
Keluarga di ratusan Mengungsi Queensland Hindari Kebakaran yang Kian Memburuk,0
Tilang penerapan di Elektronik Ditargetkan Busway Oktober 2019,0
"2 dangdutan Maut Tewaskan Pria di Bekasi, 4 Ditangkap Pelaku",0
Ngeri Bocah cerita Bogor Setelah Dibunuh Disodomi,0
"Contoh jadi Tak Baik, Pemotor Serang Pejalan Kaki Trotoar di Minta Maaf",0
"Kebakaran Gudang di Penjaringan, Kerugian Padam Ditaksir Rp 2 M",0
"Kabut Asap atasi dari Indonesia, Malaysia Rencanakan Buatan Hujan",0
"Razia hindari, Diduga Wanita di PSK Makassar di Sembunyi Selokan",0
"Bongkar polisi Perdagangan Kepri Wanita di, Korbannya Dijadikan PSK",0
"Kabel potong gegara, Anies Disomasi Apjatel",0
Baleg anggota DPR Revisi: UU KPK Seimbangkan Pencegahan dan Penindakan,0
Chardon Terbukti john Atas Bersalah Kematian Istrinya Novy,0
KPAI: Bakat Pengembangan Bulutangkis Harus Jalan Tetap Regulasi Sesuai,0
"Mahasiswa asrama Papua Karung Dilempar Berisi Ular, : Polisi Hoaks Itu",0
"Tak berharap Mati, Minta Yasonna KPK Hati - hati",0
Nyatakan Siap korut Bertemu Bahas AS Denuklirisasi Akhir September,0
BMKG Prediksi Cuaca Cerah Hari ini Jakarta,0
Polri Akan Pengajuan Teruskan Notice Red Veronica ke Koman Interpol,0
"Sebut personel Polres Satpam Jakbar AMPG, Pro Bamsoet Akan Dipolisikan",0
"Asap Pekat Siswa, di SD Pekanbaru Sekolah Tetap",0
"Isu beredar Habibie Meninggal, Keluarga: Hoax",0
"Anggota DPRD Banten Gadai SK, Komisi DPR Tutup II Utang: ? Kampanye",1
Komisi III DPR: Revisi UU KPK Tak Jadi ' Tanpa Barang ' Jokowi Surpres,0
Blitar petani Tomat Biarkan Membusuk karena Anjlok Harga,0
DKI dishub: Perluasan Ganjil Hari Genap Pertama Perbaiki Kualitas Udara,0
"SBY Dukung Ajak Rakyat Jokowi Istana, : Bentuk Politik Kesantunan",0
"Asyura hari, Pemkot Makassar Edaran Rilis Antisipasi Syiah Penyebaran",0
Periksa polisi Kadis Tersangka Pipi Pencium Staf Selfie Saat Ini Pekan,0
"Soal Penetapan Aduan Veronica Tersangka Koman, Ini Komnas HAM Kata",1
"Seleksi bahas KPK Capim, Komisi Akan III Temui Koalisi Sipil Masyarakat",0
Hasil ini PT Mediasi KA dan Warga soal Blitar Sebidang Pelintasan Diportal,0
"Pabrik Tiner di, Kalideres Terbakar 15 Damkar Mobil Dikerahkan",0
"SBY Dukung Ajak Jokowi Rakyat, : PPP Simpatik dan Negarawan",0
"Cium korban Pipi Saat Tolak Selfie Damai, Tersangka Dihukum Ingin",0
"Jenguk Habibie, BJ SBY Batal Pertemuan Buka Nasional Demokrat Fraksi",0
"Kualitas Makin Udara Buruk, Siswa Libur SD di Jambi Diperpanjang",0
"Warga curhat Desa Digital di Sukabumi, Sandi untuk Berburu Wi Fi Gratis -",0
"Bus ada Ditabrak TransJ Mobil, Menteng Lalin Arah Said Rasuna Macet",0
Pelanggar di Jalur Ganjil Perluasan Genap Jakpus Masih Banyak,0
"Besok, Polisi Panggil Terkait Ketum Kasus FPI Dugaan Makar",0
Viral Video Maut Korban Kecelakaan di Nganjuk Ingin Bikin Video ' ' Tabrakan,1
"Banten anggota DPRD Ramai - ramai SK Gadai, : Pimpinan Itu Pribadi Ranah",0
Bupati Bogor Pemprov Ikut Ingin DKI Bantu Tangani di Sampah Kalibaru,0
Cek polisi Kasus Kebenaran Bocah Bekasi di yang Disebut Tewas Bully Akibat,0
"Banggakan ibas SBY Kinerja Caleg, Minta Terpilih Demokrat Jadikan Contoh",0
Korut Tembakkan Proyektil Tak Dikenal Usai Tawarkan Dialog AS dengan,0
Airlangga Bukan Tegaskan Golkar Inisiator Revisi KPK UU,0
KaBIN budi Gunawan Buka Pertemuan Jokowi 61 dan Tokoh di Papua Istana,0
Pemimpin Hong Ingatkan Kong AS Jangan Ikut Campur Aksi Soal Demo,0
Pj Walkot Makassar Minta Edaran Syiah Antisipasi Disikapi dengan Tenang,0
Ini Poin 10 Tokoh Aspirasi Papua Saat Jokowi di Bertemu Istana,1
"KPK Tegas Menolak Revisi, UU Beri Romli ' Servis Analogi Mobil '",0
Cerita Jokowi Kali 12 Papua ke: Maksimal Provinsi Lain 3 Kali,0
"Dari Atlet Mantan, hingga Artis Netizen Ramai - ramai Bela PB Djarum",0
! viral Perampok Satroni Bercelurit Makan Rumah untuk Gratis Duafa di Bogor,1
"Tokoh Papua aspirasi: Jokowi Pak, Generasi Kami Muda Jangan Dihukum",0
Begini Perusahaan Usaha Startup Jerman Raih Untuk Terbaik Talenta,0
Air PDAM 60 Ribu Warga Mampet Dampak Alun Pembangunan Alun - Suroboyo,0
Menlu Bicara Pentingnya Digital Diplomasi untuk Kerja Sama Ekonomi,0
Perhatian! Ini - Nama nama Kandidat Menteri Jokowi,1
Barang Tanpa Impor Izin Senilai 8 Miliar Rp Dimusnahkan,0
Masih apakah Pekerja Dibutuhkan Pertambangan Saat Australia Makin Otomatisasi Marak?,1
Sumedang polres Penyebar Buru Video Pasangan Porno Dewasa,0
KPU ungkap Kendala 18 KPU Usulkan Daerah NPHD Pilkada,0
Bogor polres Bercelurit Kejar Perampok di Rumah Makan untuk Gratis Duafa,0
"Kemarau, Warga Barat Bandung Jenazah Mandikan Pakai Galon Air 5",0
Airlangga saat - Bicara Siswono soal Revisi KPK UU dan Capim Seleksi,0
"ketum FPI Terkait Dipanggil Makar Besok, Pengacara Minta Ulang Jadwal",0
Kepala BPPT BJ Doakan Habibie ' Eyang Intelektual ' Pulih Segera,0
": pengacara Kivlan Zen Jalani Siap Sekali Sidang, Ini yang Ditunggu - tunggu",1
"Hotel, , Rumah Kafe di Sakit Surabaya Air Batasi Dampak PDAM Mampet",0
: PTUN Pemkot Cimahi Batalkan Harus IMB Guest di House Duta Setra,0
Bank pimpinan BUMN di Purbalingga Jadi Tersangka Fiktif Rp Kredit M 28,0
Tokoh Papua: Wenda Tak Benny Atur Berhak NKRI,0
"Kebakaran Rumah di, Grobogan Penderita Pria Stroke Terbakar Tewas",0
Di lahan Istana Kepresidenan Papua Segera Disertifikatkan,0
"PB daripada Kritik Djarum, Diminta KPAI Fokus Urus Jalanan Anak",0
Anggota DPRD alasan Gadaikan Banten SK Renovasi: Rumah - Bayar Kuliah Anak,0
Pengurus Perubahan Golkar Prosedur Protes Rapat Korbid,0
Pemkot Bandung Evaluasi Street Program Yang Library Ridwan Digagas Kamil,0
Poyuono Rakyat Kepung DPR Ajak - Istana Revisi Tolak UU KPK,0
"Dishub DKI: Ganjil Uji Coba 3 Genap Minggu Kemarin Kendaraan, 25 Turun%",0
"Siap Jalani Sekali Sidang Kivlan, ke Zen Pengadilan Pakai Roda Kursi",0
3 Orang Tewas Penembakan dalam Drama Keluarga Belanda di,0
"Banyuwangi luncurkan Kuliner, Pintar Pedagangnya Pakai Kompor Induksi",0
"Pasang Status ' Single ' Inilah, Terakhir Saat Kehidupan Novy Chardon",1
"Anggota Surabaya DPRD Gadai ke SK Bank Ketua, Itu: Wajar",0
"Laporan Dicabut, Kasus Goyang ' Mobil ' Halaman di Pengadilan Damai Berakhir",0
SMK siswi Dilarikan ke Bandung RS Gegara Ditikam Dekat Sekolah,0
"Sidang Gugatan Ikan Koi Mati, Saksi dari PLN Bicara Ini",1
BJ putra: Habibie Apa Terjadi Pun yang Terbaik buat Bapak Saya,0
Puro Pakualaman Gelar Upacara Hajad Dalem di Labuhan Pantai Glagah,0
"Permukaan Susut Air, Desa Bekas Dasar di Gajah Waduk Mungkur Muncul",0
Panwaslu 270 Usulkan Telah NPHD 2020 Pilkada,0
Jatim Buka PDIP Pilkada Pendaftaran Hingga 14 September,0
ERP anggaran akan APBD Masuk 2020 DKI,0
"Kecelakaan dua di Cipularang Tol, Terbakar Truk Km di 91",0
"Truk Oleng Tanjakan di Emen, Satu Penumpang Tewas",0
"JK soal Efek KPK Pejabat: BUMN Lagi Bukan Hati hati -, Sudah Takut Tapi",0
Perampok di Gratis untuk RM Duafa di Bogor Sempat Mau Dikira Makan Minta,0
Opsi ini PDAM Agar Surabaya 60 Ribu Pelanggan Kembali Menikmati Air,1
"Jokowi Mekarkan Wilayah Diminta Papua, Wiranto Masih: Masukan",0
Google dan Pajak Media Digital Asing,0
Alasan Anggota DPRD Gadaikan Jabar SK: Kampanye Utang - Beli Rumah,0
"Ibas yudhoyono KPK: Tak Boleh Dilemahkan, Diperkuat Harus!",0
"Fenomena DPRD Anggota SK Gadaikan Bank ke, Apa Gejala Ini?",1
Kivlan Zen Kasus Didakwa 4 Senpi dan Peluru Ilegal Tajam,0
Ungkap jaksa Duit Ratusan Juta Habil Marati Kivlan ke Zen cs,0
"Pesan Habil Marati Duit Soal ke Senpi Kivlan cs Ini: Bangsa untuk, Semangat Tetap",0
"Asal remaja Asahan Alami Kebutaan, Ngaku Game Keseringan Online Main",0
"Zen kivlan Sebut 22 Kaliber Tikus buat, Minta Senpi Cari Baru Pemilu Sebelum",0
Tersangka Mafia Migas Penampung Suap Bikin Duit di Virgin British Island,0
"Mafia kasus Migas Eks Bos, KPK Petral Sudah Geledah Lokasi 5",0
Sebut JK Segera Jokowi Kirim Surat Presiden ke DPR Revisi Bahas KPK UU,0
Puluhan rumah di Bantaran Bengawan Solo Terbawa Terancam Longsor,0
"Eksepsi ajukan Kivlan, : Zen Dakwaan Tidak Benar!",0
"Di komisi III DPR, IPW cs Hasil Pansel Dukung Capim KPK",0
Kota wali Cirebon Minta Instansi Swasta Pasang CCTV untuk Penjahat Intai,0
"Terdampak Desari Tol, Tanah Jalan Akan Baru Depok Diperlebar Tahun Ini",0
74 penyelundupan Ekor Dilindungi Berhasil Burung Digagalkan,0
Dan hantu Imajinasi Nikmatnya,0
Angka Pemangkasan PPh Aman Korporasi,0
Mesum 9 Pasangan Buleleng di Bali Terciduk Operasi Yustisi,0
Seratusan Pabrik Boneka Karyawan di Sukabumi Makanan Keracunan,0
Banyuwangi Raih Penghargaan Kemenkum HAM dari,0
Polisi Selidiki dari ke Mana Veronika dan Koman Alirkan Dananya,0
Gubernur edy Rahmayadi Ingin Sungai Deli Seperti Rusia di,0
Pengakuan Bos Investasi Mojokerto yang Bodong Hingga Rugikan Korban Rp 7 M,0
Apa kabar Denda 1 Rp Juta bagi di Pembeli Zona Merah PKL? Bandung,1
Sidang Habil Marati Ditunda - Gara Tak gara Pengacara Didampingi,0
"Jadwal diminta Ulang, Pemeriksaan Polisi Ketum Tunggu Kehadiran FPI Besok",0
"Garbi Akan Partai Jadi, Gelora Fahri Ikut Hamzah Bergabung",0
"Ikut disebut Danai Senpi Pembelian Kivlan Habil, : Marati Semua Fitnah",0
JK Banyaknya soal OTT KPK: Kalau Kurang Makin Itu Prestasi,0
"Anggota Komisi III DPR Ngaku Dilobi Pendukung Capim KPK, Terima Tapi Tak",0
"Dihamili mengaku, Wanita Asal Adukan Blitar Kades Polisi ke",0
Disabilitas penyandang Ikut Bacabup Penjaringan - Jember Bacawabup,0
"Dituduh Perempuan Hamili Muda, : Kades Booking Saya",1
Aksi UNS Mahasiswa Kematian Peringati: Munir Jokowi Tak Serius,0
Fadli Zon Pastikan Akan Sandiaga Lagi Gabung Gerindra ke,0
"Maut kecelakaan di Nganjuk Tewaskan 3 Orang 10, Saksi Diperiksa",0
Menteri LHK soal Kabut di Asap Malaysia: Bilang Jangan Hanya dari Indonesia,0
": munarman di Tak Kertanegara April 17 Ketum, FPI Bingung Dipanggil Polisi",0
Warga Wonogiri Tewas Terbakar Saat Pekarangan Bersihkan,0
Usul DPRD Posisi Wagub Jakarta DKI dari Lebih Satu Orang,0
